Job Title,Median Salary Estimate,Job Description,Company Name,Location,Size,Type of ownership,Industry
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",59500.0,"Data
Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions), Ernst & Young U.S. LLP, Philadelphia,
PA.

Provide data analytics services to help clients solve business problems, drive value, and gain strategy and insight from information.  Use advanced data analysis techniques that leverage technology to process large volumes of data to perform complex computations in a scalable, reproducible and automated manner. Support information intelligence, including the collection, storage, usage and quality of information. Work as a key member of a team to implement integrated enterprise-wide reporting solutions for data transformation and delivery. Perform data analytics to help solve business challenges and achieve data automation, reconciliation, traceability, lineage and transparency. Use data analytics to provide actionable, timely and accurate data to drive business insights around technology enablement, digital transformation and enterprise intelligence.

Manage and motivate teams with diverse skills and backgrounds. Consistently deliver quality client services by monitoring progress. Demonstrate in-depth technical capabilities and professional knowledge. Maintain long-term client relationships and networks. Cultivate business development opportunities.

Full time employment, Monday – Friday, 40 hours per week, 8:30 am – 5:30 pm.
MINIMUM REQUIREMENTS:

Bachelor's degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 5 years of progressive, post-baccalaureate related work experience; or a Master's degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 4 years of related work experience.

Must have 4 years of experience providing advisory or consulting services, including helping clients achieve transformational value by improving performance through the use of advanced analytics solutions.

Must have 4 years of recent hands-on experience using advanced analytics, machine learning or artificial intelligence to solve business problems.

Must have 2 years of experience managing a team of consulting professionals, providing regular status updates, monitoring project economics and managing client relationships.

Must have 3 years of recent hands-on programming experience in at least 2 of the following: R, Python, SAS, SPSS, or TensorFlow.

Must have 3 years of recent hands-on experience with SQL programming and Data Visualization skills using Tableau, Power BI, Spotfire, or D3.js.

Travel required up to 80%, of which 20% may be international, to meet client needs.

Employer will accept any suitable combination of education, training or experience.

TO APPLY: Please apply on-line at ey.com/en_us/careers, and click on “Find jobs” (Job Number – PHI00400).

EY provides equal employment opportunities to applicants and employees without regard to race, color, religion, age, sex, sexual orientation, gender identity/expression, national origin, protected veteran status, disability status, or any other legally protected basis, in accordance with applicable law.

This particular position at Ernst & Young in the United States requires the qualified candidate to be a ""United States worker"" as defined by the U.S. Department of Labor regulations at 20 CFR 656.3. You can review this definition at https://www.gpo.gov/fdsys/pkg/CFR-2011-title20-vol3/pdf/CFR-2011-title20-vol3-sec656-3.pdf at the bottom of page 750. Please feel free to apply to other positions that do not require you to be a ""U.S. worker"".","EY
3.8","Philadelphia, PA",10000+ employees,Company - Private,Accounting
Data Analyst - Excel,63000.0,"Great Excel knowledgePerforms data collection, analysis, validation and reporting. Designs, tests, and documents processes, SQL queries, and stored procedures. Strong analytical and organizational skills also essential. 0 - 2 years experience


-Excel Wizard (Advanced to Expert level)
-Low level Data Analyst, no SQL required
-Possible contract to hire, no guarantees
-Able to perform pivot tables, functions, formulas, v-lookups, pivot reporting, macros, micros

This individual will be organizing, comparing, analyzing data. They will receive a report from a 3rd party and then compare that report to internal reports to see where the data differs, understand why it differs, and communicate this to the manager. This report has over 50,000 cells each report. The hiring manager will need this individual to also add data, upload, edit, and change data as he sees errors and inconsistencies.","AppleOne
3.3","Downers Grove, IL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing
"Senior Functional Analyst SAP Data design, SD/MM/PP",72000.0,"Business Data Analyst - long term consulting role with our Fortune 100 client.
You will be joining our team of 50 professionals .

No 3rd party candidates will be considered

You will work under the supervision of the NA & Global Customer Product Line
Owner and support the execution of Global Customer and E-Commerce strategy,
data platform architecture, and integration of new customer data intoclients
data ecosystem.
Requirements:
A passion for data and a deep rooted belief on the value data can bring
to an organization
A passion for keeping up with industry and technology trends
Experience in customer & product sales data integration for Customer &
Sales Analytics is a must.
Experience with Financial metrics, SAP SD, COPA, FI, ECC, SAP BW
Experience in working with APIs for data integration.
Hands-on experience with data visualization tools (Tableau / Power BI /
Qlik)
Strong experience with SQL, ETL tools, programming languages (Python) is
an asset.
Experience in one or more database technologies (e.g. Oracle, MySQL/MS
SQL, PostgreSQL) and
utilizing cloud-based technologies and platforms (e.g. AWS, Azure, Google
BQ)
Strong leadership and communication skills
Self-motivated and can work with minimal guidance
Proven ability to create clear, detailed, concise documentation and
recommendations -- including best practices documentation, roadmaps, and
production schedules.
Proactivity in identifying competing requirements and navigating towards
an accepted solution across a large number of cross functional
stakeholders.
Strong collaboration and ability to partner with cross functional team is
a must.
Able to communicate complex technical concepts and ideas in a simple,
organized business language to clients and management
Ability to manage multiple projects and schedules
Knowledge of agile methodology is a plus
Results-oriented, high energy style and drive to succeed
Bachelor's degree in Computer Science, Computer Engineering, IT, or
related technical field is required.
Show moreShow less","EVERSANA
3.4","New York, NY",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals
Data Analyst,63500.0,"Job Description
Support multiple lines of business including bankruptcy claims trading and insurance commission financing
Monitor and approve weekly funding of insurance commission financing along with developing metrics to monitor and measure principal risk exposure and profitability timeline
Collaborate with Insurance IMOs to set up data analysis and reporting standards to improve visibility of key performance metrics and risk factors
Perform financial analysis on new projects to forecast financial metrics such as IRR, cash flow and profitability
Construct SQL queries to gather large datasets on marketing revenue and effectiveness history to create insights on future marketing strategies and generate forecasts on marketing revenue
Supervise data collection efforts by Sales Assistant and members of the diligence team as well as direct Sales Assistant by identifying viable leads in bankruptcy cases
Conduct analysis and reporting on revenue forecasts, trader performance, diligence team performance, etc. to evaluate and improve company efficiency/profitability and business intelligence
Design and update company database using MSSQL
Design business processes to streamline and optimize daily business tasks
Collaborate with software developers to implement proprietary business tools for daily trading and diligence operations
Design and compose marketing campaigns to effectively reach out to prospective leads.
*

Reach out to us for more details (609)-795-3901 (or) Mail parvez(@)precisiontechcorp.com

Reviews: Glass door: https://lnkd.in/ePyq7pM

My Visa Jobs https://lnkd.in/e9ZpD5J

Inc. 5000 Press Release https://lnkd.in/eqttaa4

Required Experience and Qualifications

Eligibility:

>>Masters/Bachelors in CS/IT/CIS/MIS/MBA

>>Experience:1-2 Years relevant experience.

>>Excellent written and verbal communications:

Reach out to us for more details (609)-795-3901 (or) Mail parvez(@)precisiontechcorp.com","Precision technologies corp
4.2","Plano, TX",201 to 500 employees,Company - Private,IT Services
Data Security Analyst,78500.0,"Role: Data Security Analyst
Location: Denver, CO
Duration: 7 Months

Maintains systems to protect data from unauthorized users. Identifies, reports, and resolves security violations. May require a bachelor's degree in area of specialty and at least 1 year or equivalent experience in the field or in a related area. Has knowledge of commonly-used concepts, practices, and procedures within a particular field. Relies on instructions and pre-established guidelines to perform the functions of the job.

Email your resume to: usjobs@mavensoft.com
To learn more about Mavensoft visit us online at http://www.mavensoft.com/","Mavensoft Technologies, LLC.
4.1","Denver, CO",1 to 50 employees,Company - Private,IT Services
Data Analyst III,38500.0,"Position Purpose: Responsible for analytic data needs of the business unit. Handle complex data projects and acts as a lead for other Data Analysts.
Provide advanced analytical support for business operations in all or some of the following areas: claims, provider data, member data, clinical data, HEDIS, pharmacy, external reporting
Extract, load, model, and reconcile large amounts of data across multiple system platforms and sources
Review data to determine operational impacts and needed actions; elevate issues, trends, areas for improvement and opportunities to management.
Develop reports and deliverables for management
Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools
Ensure compliance with federal and state deliverable reporting requirements by performing data quality audits and analysis.
Assist with training and mentoring other Data Analysts.
Qualifications:

Education/Experience:
Bachelor's degree in related field or equivalent experience. 4+ years of statistical analysis or 2+ years of related IT experience, including data warehouse, coding or ETL experience. Healthcare experience preferred. Advanced knowledge of Enterprise Reporting and Analysis tools, SQL, and Microsoft Office applications, including Excel and Access. Experience managing projects or heavy involvement in project implementation. Encounters experience preferred.

Centene is an equal opportunity employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other characteristic protected by applicable law.","Wellcare
3.7","Austin, TX",5001 to 10000 employees,Company - Public,Insurance Carriers
Data Analyst,80500.0,"WHO WE ARE

NCSOFT is a premiere digital entertainment company and global publisher with worldwide locations and more than 4,000 employees focused on bringing extraordinary games to life for millions of fans around the world. Established in 1997 and headquartered in Seoul, South Korea, we quickly became a key leader in online games. Best known for critically acclaimed franchises including Lineage, Aion, Guild Wars, and Blade & Soul, NCSOFT is also one of the world's top mobile developers with Lineage 2M occupying the #1 grossing revenue slot on Google Play. Our core goal is making people in this world happier by delivering games that entertain a globally connected audience has remained the same. Our culture is innovative, creative, collaborative and impactful, and we are passionate about creating the best gaming experiences for our players.

WHY JOIN THE ANALYTICS TEAM?
You have a burning curiosity. Being a successful data analyst or data scientist is all about having a question and going digging for the answer. A good analyst has an innate need to explore and understand the world around them.
You're fascinated by all the different ways people play games. Millions of people play our games in all sorts of different ways, and they all need to be able to have fun. Our job is understanding all those different playstyles so we can make the game work for everyone.
You want to be our players' champion. Once we understand what's going on in the data, the next step is using that knowledge to make the game better for our players. We want analysts who can be passionate advocates for the data and the player experience it represents.
WHAT YOU'LL DO

As a Data Analyst you will work across multiple released and unreleased titles collecting data, generating reports, and analyzing player behavior.
Analyze game systems, economies, and player behavior to drive game development and business practices that maximize player enjoyment and profitability
Understand, analyze, and predict trends in player data.
Collect and help to elaborate on data reporting requirements, primarily from game design, customer service, and business departments.
Generate reports from accumulated data using SQL, Excel, R, Python and Tableau, as well as defining automated procedures related to data collection.
Communicate findings, actionable recommendations, and data limitations to stakeholders to facilitate data-driven decisions.
Formulate process improvement suggestions through ad hoc analyses and data mining.
Take ownership of data integrity to ensure that the data are correctly supporting the analyses and recommendations being proposed.
Develop new insights and analyses that inform decisions and help us continue to improve gameplay
Analyze game-specific data and pro-actively make recommendations to Product Managers, Game Producers, Game Designers and UX Designers
Devise and run game-specific A/B tests to directly and indirectly drive KPI improvements
Work collaboratively with the Business Intelligence team to share best practices, problem solve and deliver large projects on time.
WHAT YOU'LL NEED TO BE SUCCESSFUL
Bachelor's degree in Computer Science, Statistics, Mathematics, Economics or related field, or equivalent experience with data analytics
Experience using SQL to query for and to aggregate data
Understanding of game design and in-game economies
Strong communications skills and ability to work on a team
Ability to change directions quickly based on business, project, and team needs
Ability to effectively communicate complex findings and ideas simply
Drive quality improvements of team's code through reviews and feedback
Experience using descriptive and inferential statistics to analyze and present findings
Experience using visualization techniques for presenting data and analysis
Experience working with business teams to identify and define problems
PLUSES
Previous mobile game analytics experience
Experience with big data software like Hadoop
Experience with other Business Intelligence backend and analytics applications
This is a full time, on-site position at our studio in San Mateo, CA. A casual, friendly work environment, comprehensive benefits package, a competitive salary, and more are all part of what makes NCSOFT West a great place to work.","NCSOFT
3.0","San Mateo, CA",1001 to 5000 employees,Company - Public,Video Games
Data and Policy Analyst - Writer/Coordinator,60500.0,"Job Description

At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.

Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on writing/coordinating will help create and report descriptive statistics, conduct literature searches, independent research and summarize findings, coordinate project activities and communications among diverse groups of internal and external clients and team members, interpret study specifications, research findings and quantitative analyses for relevant audiences, prepare project reports, memos, presentations and proposals, deliver technical assistance and presenting findings to clients, and perform other duties as assigned.

Required Skills

As we review your materials, we are looking for candidates who best exemplify the following qualifications:

Qualifications Required
Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience
Good quantitative analytical skills
Good oral and written communication skills
Good organizational skills and strong attention to detail
Familiar with one or more of the following technical competencies: statistics programming, policy writing, research methods documentation, or project management
Able to demonstrate initiative, critical thinking, and problem-solving
Able to work in a team-oriented environment
Able to prioritize tasks and meet deadlines in a fast-paced environment
Demonstrated aptitude and enthusiasm for learning
Qualifications Desired
Demonstrated interest in health and social policy
Any application without a cover letter will not be considered. Transcripts and writing samples are not required, however highly preferred and may be requested. We ask that you submit an application for only one office location. We are excited to review your application and look forward to seeing how you may best contribute to our work.

Job Location

Burlingame, California, United States

Position Type

Full-Time/Regular","Acumen
3.2","Burlingame, CA",201 to 500 employees,Company - Private,Federal Agencies
Senior Data Strategy Analyst (SDSA),56000.0,"Senior Data Strategy Analyst (SDSA)

The SDSA will:

Assist in the stand-up (both technical and functional) of the Data Analytics Lab located at SMPG offices, recommend software/hardware analytics and data management toolsets, and recommend functional responsibilities for the other SMDAL staff members.
Assist in the development of data procedures and policies, govern data assets, and improve the quality and access to data across the organization.
Analyze and streamline the processes and technology for using data to manage ship maintenance operations, and draw valuable insights from data through data science and business intelligence.
Assist in the implementation of industry best practices, selection of enabling tools and technologies, driving innovation, and contributing to new service offerings for our ship maintenance stakeholders.
Assist in the development of policies and procedures to ensure corporate data systems information protection, data governance, data quality, and data life cycle management.
Responsibilities:

Assist in the development and governance of data and data information strategy
Work with SEA 04I (and partner organizations) and Data Quality Management personnel to establish data quality management policies, standards, and best practices
Consider cloud services to achieve security requirements, scalability, and reliability
Assist in the definition and development of a corporate data analytics strategy
Assist in the design and deployment of business performance metrics, corporate business metrics automation strategies, and delivery strategies for corporate metrics products
Assist in the development of descriptive, predictive, and prescriptive analytic standards, while providing guidance to the data analytics and data quality management team members located within the SMDAL.
Assist in the plan and execution for a means to cross collaborate between OPNAV, NAVSEA, and Fleet analytics efforts as the Navy Analytics Cell.
Assist in the evaluation, selection, and implementation of enterprise technology solutions
Provide expert advice on internal (i.e. project specific) and Navy data security requirements
Work with senior NAVSEA and Fleet leadership to align business and technology initiatives
Effectively communicate with senior leadership and stakeholders to advocate for data-driven decisions
Work with NAVSEAs academia partners, Navy organic trainers, and internal staff to develop and/or review workforce development curriculum (e.g., NAVSEA-sponsored data analytics bootcamp series, workforce data challenges, internal qualifications/skills training on use of analytic toolsets).
Be available (or allow the immediate staff within the SMDAL space to be available), as advisor and consultant, to community members that will occasionally use the SMDAL space to work on their own analytics projects.
Integrate with the SMPG data analytics, Data Operations Integration Team Lead, and Data Analytics Implementation Team Leads on various OPNAV-, NAVSEA-, or Fleet-driven efforts.
Qualifications:

Masters degree (MS) in computer science, data science, computational science, analytics, or related field
Proven track record in data management, analytics, and technology
8-10 years of experience in a senior-level data management, data analytics, or data science role
Experience building and leading data management and analytics organizations
Ability to concisely and convincingly communicate (both verbally and written) with both technical and non-technical stakeholders
Experience using data for descriptive, diagnostic, predictive, and prescriptive analytics
Knowledge of big data technology infrastructure and environments
Proficient in a broad range of data tools and technologies (e.g., Oracle, SAP BusinessObjects), visualization/analytics tools (e.g., Tableau, Qlik, MicroStrategy), as well as scripting languages (e.g., Python, R/RStudio)
Experience in developing machine learning models
Ability to understand and communicate complex data-related issues to both technical and management level personnel
Results-driven, creative, and analytical
Strong leadership and ability to work within cross-functional groups
U.S. citizenship and Secret clearance (with an ability to obtain a Top Secret clearance)","National Capitol Contracting (NCC)
3.2","Norfolk, VA",51 to 200 employees,Company - Private,Telecommunications Services
Senior Data Analyst,61500.0,"Position Description

Under the supervision of the Data/Tech Deputy Director for the Harris County Justice Administration Department, the Senior Data Analyst will be responsible for designing, developing, testing, maintaining, and supporting County data analytics and reporting solutions in compliance with the O’Donnell Consent Decree.

The Senior Data Analyst will manage inter-agency data integration and reporting needs as required by the Federal Court Monitor and County stakeholders. Identifies, analyzes, and reports trends across data sets and conduct research and data collection to support the goals of the Consent Decree.

Duties and Responsibilities:
Designs and develops enterprise and departmental business intelligence, data warehousing, and reporting solutions required by the consent decree
Develops and implements reporting and analytic requirements while working with business users and consent decree stakeholders in compliance with federal consent decree deadlines
Develops and implements the Extract Transform Load (ETL) process, reports, and queries in support of business analytics as required by the federal consent decree
Performs other duties as assigned
Harris County is an Equal Opportunity Employer
https://hrrm.harriscountytx.gov/Pages/EqualEmploymentOpportunityPlan.aspx
If you need special services or accommodations, please call (713) 274-5445 or email ADACoordinator@bmd.hctx.net

Requirements
Bachelor's degree in a quantitative field such as Computer Science, Engineering, Statistics, Mathematics or Management Information Systems; and
A minimum of five (5) years of experience working in an analytical position involving ETL and Business Intelligence (BI) application development, to include Data Warehouse Design
Knowledge, Skills & Abilities:
In-depth knowledge of Enterprise data systems, SQL, writing and managing stored procedures
Experience in managing and administration of SQL databases
Experience in enterprise ETL tools, such as SSIS (SQL Server Integration Services) or Informatica
Experience with Cloud based technology such as Snowflake
Experience in developing KPI dashboards and applications using Power BI or Tableau
Experience in creating ad hoc reports from multiple databases and distribution of reports using SQL Server Reporting Services (SSRS)
Must be detail oriented and highly organized
NOTE: To qualify for this position, required education, experience, knowledge, and skills must be clearly documented on your application's employment history. You may attach a resume to the application as supporting documentation but ONLY information stated on the application will be used for consideration. ""See Resume"" will not be accepted for qualifications.
Preferences
Knowledge of statistics, Python or R, and Java Script
General Information

LOCATION:
Downtown Houston, TX
HOURS:
40 Hours per Week
Occasional Nights and Weekends as Needed
SALARY:
Commensurate with experience
Based on 26 pay periods
Due to a high volume of applications positions may close prior to the advertised closing date.

BENEFITS
Harris County offers a competitive benefits program, including comprehensive group health and related benefits plan as well as defined benefit retirement plan.
The following list of benefits is offered only to employees in regular (full-time) positions:
Medical
Dental
Vision
Wellness
Life Insurance
Long-term disability
Employee Assistance Program
10 days of vacation each year for the first five (5) years of service. Accrual rates increase based on years of service.
10 county holidays plus one (1) floating holiday
Professional development opportunities
Dependent Care Reimbursement Plan
Healthcare Reimbursement Account
457 Deferred Compensation Plan
The following benefits are also available to regular (full-time) employment and may be available to part-time employees:
Retirement pension (TCDRS)
Flexible schedules (varies by department)
Transportation Assistance (Metro RideSponsor Program)

In accordance with the Harris County Personnel Regulations, Group Health and related benefits are subject to amendment or discontinuance at any time. Commissioners Court reserves the right to make benefit modifications on the County's behalf as needed.
For plan details, visit the Harris County benefits website:
https://hrrm.harriscountytx.gov/Pages/Medical.aspx

01

Do you have a Bachelor's degree in a quantitative field such as Computer Science, Engineering, Statistics, Mathematics or Management Information Systems?
Yes
No

02

Please describe your educational background including the level of education completed, area of study, and completed major and minor programs.

03

Which of the following best describes your years of experience working in an analytical position involving ETL and Business Intelligence (BI) application development, to include Data Warehouse Design?

(To be considered, qualifying experience must be documented on your application's employment history)
Less than one year
One year or more but less than two
Two years or more but less than three
Three years or more but less than four
Four years or more but less than five
Five years or more but less than six
Six or more years
I do not have this experience

04

Describe your years of experience working in an analytical position involving ETL and Business Intelligence (BI) application development, to include Data Warehouse Design

05

Describe your experience in the management and administration of SQL databases.

If you do not have this experience, please type ""none"" in the space provided.

06

Describe your experience with enterprise ETL tools, such as SSIS (SQL Server Integration Services) or Informatica.

If you do not have this experience, please type ""none"" in the space provided.

07

Describe your experience with Cloud-based technology such as Snowflake.

If you do not have this experience, please type ""none"" in the space provided.

08

Describe your experience in developing KPI dashboards and applications using Power BI or Tableau.

If you do not have this experience, please type ""none"" in the space provided.

09

Describe your experience creating ad hoc reports from multiple databases and distribution of reports using SQL Server Reporting Services (SSRS).

If you do not have this experience, please type ""none"" in the space provided.

10

Do you have knowledge of statistics, Python or R, and Java Script?
Yes
No

11

Describe your knowledge of statistics, Python or R, and Java Script.

If you do not have this knowledge, please type ""none"" in the space provided.

Required Question","Harris County
3.4","Houston, TX",5001 to 10000 employees,Government,Health Care Services & Hospitals
AvMed Data Governance Analyst,42000.0,"Embrace better opportunities.

Are you passionate about health, happiness and helping others? So are we. We’re committed to helping our health plan Members live a happy and healthy lifestyle, and we believe that it starts here first, with our Associates.

At AvMed, we provide the tools and opportunities to enhance, expand, and support each Associate’s personal and professional growth. From tuition reimbursement to exercise classes in the office, embrace a better career with AvMed and join our team!

Position: Data Governance Analyst

Scope of position: The Data Governance Analyst must have a holistic perspective on the entire data governance process from both a business and technical perspective. S/he acts as a liaison and translation layer between business and technical teams and operates at high-level enterprise and detailed technical level for analysis purposes. S/he is able to contribute to new Data Governance program projects from initial scoping through full implementation. This role is ideal for someone who can extract complex data using SQL or SAS and who has advanced experience with BI tools such as Talend, Collibra or InfoSys.

We offer:
Competitive Salaries
Comprehensive Benefits: Medical Plans, Health Savings Account, Dental, Vision, and more…
Paid Time Off, Company Paid Holidays, Paid Time Off Cash-In
401(k)plan with matching contributions, Tuition Assistance, Associate Discounts
You have:
Bachelor’s Degree in STEM (Science, Technology, Engineering, Mathematics), Business or equivalent education
Masters in Health Informatics or Healthcare Analytics is an asset
Minimum of three years of experience in data governance-related disciplines: data architecture; data modeling; metadata management; data quality analysis; data quality remediation; data profiling and data lineage required
Minimum of three years of experience in healthcare provider or managed care setting required.
Knowledge of medical claims preferred.

You may also have:
Demonstrated performance in:
Analytical – Ability to identify and understand the informational needs of the organization and conduct analyses that is needed for AvMed Executives to make informed and effective business decisions.
Must be able to use intuition, logical reasoning and innovation to solve problems.
Advanced level of proficiency with Microsoft Office Product Suite (Excel, Access, Word, and PowerPoint)
Knowledge of Visio, Amisys, HealthRules and MarkLogic
Knowledge of medical claims processing, procedures and guidelines.
Communication – Accurate, clear and concise written and verbal professional communication skills required.
Planning and Organization - Ability to meet strategic objectives, operating and business plans, and time schedules. Superior follow-through on the execution of chosen strategies and demonstrates an ability to stay the course despite obstacles and challenges.
Flexibility - Ability to handle multiple priorities simultaneously, maintain a flexible work schedule to meet various demands of concurrent multiple projects, and willingness to travel and work overtime as required.
Ability to work effectively in a team environment, in addition to being self-motivated and a strong independent worker.
Growth and Development - Maintains professional and industry affiliations to enhance professional growth and development to stay current with the latest trends affecting AvMed, including latest trends in claims processing/operations, value-based contracting, data visualization and business intelligence.
EQUIPMENT SKILLS:
Ability to use and interact effectively with all modes of modern business communication.
Environment:

At AvMed, you’ll find a family. Our Associates love all the opportunities for advancement, the flexible work environment and team activities. We also encourage our Associates to embrace a life rich in what matters most — health and happiness. We call it being WELLfluent. Join AvMed. Join the WELLfluent!

Location:

Gainesville, Florida
AvMed is a tobacco/drug free workplace, EOE","AvMed Health Plans
3.1","Gainesville, FL",501 to 1000 employees,Nonprofit Organization,Insurance Carriers
Business Analyst - Chief Data Office,59500.0,"The Chief Data Office (CDO) is an enterprise authority empowered by the Executive Oversight Committee to define data management strategies, drive data management priorities, and issue Enterprise Data Standards and guidelines with the goal of enhancing and continuously improving the controls over creation and maintenance of data. The CDO drives data management discipline for the firm and fosters a culture that recognizes data as the fuel that drives our business. CDOs processes and network of partnerships sustain Citis commitment to continuously improve data quality. The Chief Data Office is in need of a dynamic, execution focused Lead Business Analyst to drive the effective and efficient design, and development of Data Governance and Data Quality solutions for the enterprise. The candidate will be a part of highly visible program initiatives and provide support to the team lead which will require to work independently at times and across a wide range of stakeholders globally in technology, Retail, Investment Banking, Operations, Finance, Risk and within the CDO. This role is critical in supporting the Citis Data Quality Program by managing the implementation to deliver modern solutions that address business needs, provide necessary controls on SDLC procedures while minimizing the costs, risks, and time to market of project deliverables. Specific duties will include but are not limited to the following: • Working with a multi-disciplinary group of business teams and technologists • Coordinating centralized implementation (i.e. data lineage) efforts led by the CDO to ensure consistency across multiple teams globally and make sure the plan stays in-line with Citi Data management policy (CDMP) and CDOs vision. • Lead discussions and requirement gathering sessions, reaching consensus and recommended solutions on system development projects, enhancements, and issue resolution activities • Coordinating and planning work activities, meetings and other tasks that demonstrate leadership with measurable results • Defining and documenting detailed business requirements, procedures, and use cases • Designing, documenting and executing user acceptance testing activities • Document ing system and workflow processes and procedures • Assisting in and/or creating raining materials QUALIFICATIONS • Bachelors degree and / or equivalent experience • 6+ years of experience with business analysis, business requirements documentation including use cases, design specifications and data flows, and user acceptance testing • Strong analytical skills required, including a thorough understanding of how to interpret business needs and translate them into application and operational requirements • Project Management and Software Development Life Cycle experience required • Knowledge of Financial Services Industry and Data Quality principles and practices • Excellent interpersonal, verbal and written communication skills • Ability to communicate effectively with both system technology and business staff and across multiple layers of management • Ability to work independently and take personal initiative • Demonstrated ability and experience in negotiation, facilitation and consensus-building • Ability to lead and to collaborate effectively within the team as well as with cross-functional team members • Must demonstrate the ability to manage multiple priorities [or tasks], deliver timely and accurate work products with a customer service focus, and respond with a sense of urgency as required • Proven ability to exercise sound judgment and strong problem solving skills • Must be detail oriented with strong organizational skills • Ability to adapt quickly to changing business priorities • Lean expertise preferred Experience with HPQC, MS Office Suite, SharePoint , data lineage and data governance tools • Understanding of technology platforms (i.e retail, investment banking or functions), and application lifecycle management • Experience with or certification in Data Quality / Data Management / Quality Management is also a plus ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type :Full time ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .","Citi
3.7","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management
Data Analyst-IT III,59000.0,"Job Description
Responsibilities

Work with business stakeholders to scope potential processes for automation and understand the productivity impact of the automation

Oversee current state process capture, recommend and implement process re-engineering to support automation and use-case creation

Manage testing and sign-off of automated solutions with business stakeholders

Review automation output and recommend optimizations to improve success rate for both in-development and in-production automations

Knowledgeable of, and adheres to, all information technology security protocols and procedures

Collaborate with information technology security to ensure the highest product security standards are met

Develop and document best practices for operating software robots and automations

Demonstrates problem solving skills and ability to work under tight timelines; multi-tasking abilities; exception-based management capability.

Ability to balance priorities across multiple internal and external stakeholders.

Ability to interact and build relations with team members and key stakeholders.

Good analytical and problem-solving skills

Responsible for SLA (metrics) objectives

on time delivery of reports and analytics.

You will be expected to be focused on Continuous Improvement projects for your desk

Qualifications

Minimum Qualifications

Bachelor's degree in related fields (Mathematics, Computer Science, Statistics or related discipline)

Client Industry experience preferred

3-5 years of VBA experience and implementation

3-5 years of Python/R experience and implementation

Strong team skills - collaborative management and working style.

Effective communication skills.

Strong attention to detail

Software skills: Word, Excel, Access, Visio.

Knowledge of statistical methods for analysis.

4 years of experience in business process analysis, specifically business process engineering and analysis.

Experience of working on projects using automation and robotic tools such as Blue Prism, Automation Anywhere or UI Path

Anything deemed necessary

Preferred Qualifications

3-5 years of SQL experience

At least 1 year of Tableau experience

Working knowledge of SAP ECC / APO ?

Machine Learning and AI knowledge",Stark HR Consulting LLC,"Chicago, IL",-1,-1,-1
